-2,88
-3,91999999999996
-3,91999999999996
-3,91999999999996
-2,88
-2,88
-3,91999999999996
-3,91999999999996
-2,88
-1,84000000000003
-3,91999999999996
-4,96000000000004
-2,88
-2,88
-2,88
-3,91999999999996
-2,88
-1,84000000000003
-4,96000000000004
-3,91999999999996
-1,84000000000003
-2,88
-2,88
-2,88
-1,84000000000003
-3,91999999999996
-3,91999999999996
-1,84000000000003
-0,799999999999955
-2,88
-4,96000000000004
-2,88
-1,84000000000003
-2,88
-1,84000000000003
-1,84000000000003
-2,88
-2,88
-2,88
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-2,88
-2,88
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-2,88
-2,88
-2,88
-2,88
-3,91999999999996
-4,96000000000004
-1,84000000000003
-0,799999999999955
-0,799999999999955
-1,84000000000003
-3,91999999999996
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-1,84000000000003
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-0,799999999999955
-3,91999999999996
-3,91999999999996
-2,88
-1,84000000000003
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-1,84000000000003
-2,88
-2,88
-1,84000000000003
0,240000000000009
-1,84000000000003
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-2,88
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-2,88
-3,91999999999996
-1,84000000000003
-0,799999999999955
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-2,88
-3,91999999999996
-2,88
-0,799999999999955
-0,799999999999955
-1,84000000000003
-1,84000000000003
-3,91999999999996
-2,88
-1,84000000000003
-1,84000000000003
-0,799999999999955
-1,84000000000003
-1,84000000000003
-2,88
-2,88
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-2,88
-2,88
-1,84000000000003
-0,799999999999955
-0,799999999999955
-1,84000000000003
-1,84000000000003
-2,88
-3,91999999999996
-3,91999999999996
-3,91999999999996
-2,88
-1,84000000000003
0,240000000000009
-0,799999999999955
-1,84000000000003
-1,84000000000003
-1,84000000000003
-2,88
-2,88
-2,88
-2,88
-2,88
-2,88
-2,88
-2,88
-2,88
-2,88
-2,88
-2,88
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-2,88
-1,84000000000003
-2,88
-1,84000000000003
-1,84000000000003
-2,88
-3,91999999999996
-4,96000000000004
-4,96000000000004
-6
-4,96000000000004
-4,96000000000004
-3,91999999999996
-3,91999999999996
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-0,799999999999955
-1,84000000000003
-1,84000000000003
-2,88
-2,88
-3,91999999999996
-4,96000000000004
-4,96000000000004
-4,96000000000004
-4,96000000000004
-4,96000000000004
-3,91999999999996
-3,91999999999996
-2,88
-2,88
-2,88
-2,88
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-2,88
-2,88
-2,88
-3,91999999999996
-3,91999999999996
-4,96000000000004
-6
-8,07999999999993
-4,96000000000004
-4,96000000000004
-3,91999999999996
-2,88
-1,84000000000003
-2,88
-2,88
-2,88
-3,91999999999996
-4,96000000000004
-4,96000000000004
-3,91999999999996
-4,96000000000004
-4,96000000000004
-3,91999999999996
-3,91999999999996
-4,96000000000004
-3,91999999999996
-2,88
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-2,88
-4,96000000000004
-6
-6
-2,88
-1,84000000000003
-1,84000000000003
-2,88
-3,91999999999996
-4,96000000000004
-4,96000000000004
-3,91999999999996
-2,88
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-3,91999999999996
-2,88
-2,88
-2,88
-6
-7,03999999999996
-6
-4,96000000000004
-6
-2,88
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-2,88
-2,88
-2,88
-2,88
-2,88
-2,88
-1,84000000000003
-2,88
-1,84000000000003
-1,84000000000003
-3,91999999999996
-6
-6
-6
-6
-7,03999999999996
-6
-6
-7,03999999999996
-7,03999999999996
-6
-3,91999999999996
-4,96000000000004
-4,96000000000004
-4,96000000000004
-7,03999999999996
-7,03999999999996
-6
-4,96000000000004
-4,96000000000004
-3,91999999999996
-6
-6
-7,03999999999996
-4,96000000000004
-2,88
-2,88
-0,799999999999955
-2,88
-6
-4,96000000000004
-3,91999999999996
-2,88
-2,88
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-0,799999999999955
-0,799999999999955
-4,96000000000004
-4,96000000000004
-2,88
-3,91999999999996
-8,07999999999993
-14,3199999999999
-17,4399999999999
-21,6
-28,88
-38,24
-48,64
-46,56
-45,52
-45,52
-46,56
-46,56
-49,68
-46,56
-45,52
-45,52
-43,44
-43,44
-43,44
-42,4
-40,32
-40,32
-38,24
-37,1999999999999
-38,24
-39,28
-37,1999999999999
-37,1999999999999
-37,1999999999999
-37,1999999999999
-40,32
-40,32
-41,36
-40,32
-40,32
-39,28
-38,24
-37,1999999999999
-38,24
-38,24
-37,1999999999999
-38,24
-39,28
-37,1999999999999
-36,16
-37,1999999999999
-38,24
-39,28
-40,32
-40,32
-40,32
-40,32
-39,28
-37,1999999999999
-41,36
-41,36
-39,28
-38,24
-38,24
-40,32
-43,44
-43,44
-41,36
-40,32
-41,36
-40,32
-41,36
-41,36
-42,4
-41,36
-41,36
-41,36
-42,4
-42,4
-39,28
-40,32
-41,36
-38,24
-37,1999999999999
-39,28
-37,1999999999999
-34,0799999999999
-33,04
-37,1999999999999
-38,24
-38,24
-38,24
-39,28
-35,12
-36,16
-38,24
-37,1999999999999
-35,12
-33,04
-33,04
-33,04
-33,04
-33,04
-32
-32
-33,04
-29,92
-30,96
-30,96
-28,88
-28,88
-29,92
-29,92
-28,88
-28,88
-28,88
-28,88
-27,84
-27,84
-27,84
-26,8
-24,72
-27,84
-26,8
-26,8
-25,76
-25,76
-27,84
-27,84
-24,72
-28,88
-27,84
-24,72
-24,72
-24,72
-27,84
-28,88
-27,84
-28,88
-27,84
-26,8
-29,92
-29,92
-28,88
-26,8
-29,92
-32
-33,04
-38,24
-36,16
-29,92
-25,76
-24,72
-19,52
-21,6
-16,4
-11,1999999999999
-9,12
-10,16
-12,24
-12,24
-11,1999999999999
-11,1999999999999
-10,16
-9,12
-9,12
-13,28
-10,16
-9,12
-10,16
-11,1999999999999
-10,16
-10,16
-9,12
-10,16
-8,07999999999993
-10,16
-9,12
-10,16
-8,07999999999993
-4,96000000000004
-3,91999999999996
-2,88
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-1,84000000000003
-0,799999999999955
-0,799999999999955
-0,799999999999955
0,240000000000009
0,240000000000009
2,32000000000005
1,27999999999997
2,32000000000005
2,32000000000005
2,32000000000005
3,36000000000001
2,32000000000005
3,36000000000001
2,32000000000005
8,56000000000006
12,72
20
15,84
10,64
8,56000000000006
9,60000000000002
9,60000000000002
-6
-13,28
-19,52
-26,8
-30,96
-43,44
-48,64
-50,72
-54,88
